effect_id,study_id_str,outcome_id_str,sex_of_animals,disease_cohort_str,control_cohort_str,time,d.mean,d.sd,d.n,c.mean,c.sd,c.n,title,authors,breeder_strain,GD_first_administration,cross.fost,poly_I_C_daily_dose_mg_kg,intervention.no,year,ro_b_assessment_blinding_of_animal_carers_handlers,ro_b_assessment_blinding_of_outcome_assessors,ro_b_assessment_random_housing,ro_b_assessment_a_priori_power_calculations,ro_b_assessment_conflict_of_interest,ro_b_assessment_unit_of_analysis_error,ro_b_assessment_random_outcome_assessment,ro_b_assessment_presence_of_sequence_generation,ro_b_assessment_baseline_characteristics,ro_b_assessment_allocation_concealment,ro_b_assessment_incomplete_outcome_data,species_of_animal,strain,outcome_label,prepulse_intensity_d_b,pulse_intensity_d_b,prepulse_duration_ms,interstimulus_interval_ms,is_this_ppi_for_a_specific_pre_pulse_intensity_or_averaged_across_multiple,is_this_ppi_for_a_specific_pulse_intensity_or_is_it_averaged_across_multiple,disease_model,acute_or_chronic,duration_days_if_chronic,administration_route,frequency_of_administration_if_chronic,sham_equivalent,vehicle,author,background_db,pre_pulse_level_above_back,d.mean.adj,c.mean.adj,developmental_stage_PPI,polyIC.dose.cat,SMD,SMDV,same_coh_same_PPI_param_diff_time,same_cohort_diff_PPI_param
66,5ed075f7-3e83-4579-b37a-9d8008d11a0c,353d4a56-af3d-4ac2-8e78-5a08303dddfc,mixed ,0dc8c0f2-26be-479f-9b49-f3993513e31c,f24e285a-cdc0-4a60-bbd8-865ee980729d,56,26.5,20.60849339,39,38.6,11.95700631,17,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",1,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,79dB : 120dB : ? ms : 15000ms,79,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,9,73.5,61.4,adolescent,low,0.645882388,0.088189234,18,70
67,5ed075f7-3e83-4579-b37a-9d8008d11a0c,ce5d95e3-2dd4-42a9-850f-6eafc85c231c,mixed ,8d09f741-c535-4ccb-85fb-dd91175dfe4c,4e3ff623-70b0-4ffb-bb04-6bc3449f0e20,56,24.6,23.51510153,24,18.6,17.66691824,27,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",3,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,73dB : 120dB : ? ms : 15000ms,73,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,3,75.4,81.4,adolescent,low,-0.286504924,0.079508459,19,69
68,5ed075f7-3e83-4579-b37a-9d8008d11a0c,ce5d95e3-2dd4-42a9-850f-6eafc85c231c,mixed ,ae90060d-5804-4722-ab43-22b56fcc87c7,1d02c245-f696-459b-81b0-11b1f050e73d,56,16.4,13.09580085,14,21.9,29.32848445,21,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",2,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,73dB : 120dB : ? ms : 15000ms,73,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,3,83.6,78.1,adolescent,low,0.221451554,0.119748202,20,71
69,5ed075f7-3e83-4579-b37a-9d8008d11a0c,e2551c96-10e2-4043-a543-6ab2c4f7d44a,mixed ,0dc8c0f2-26be-479f-9b49-f3993513e31c,f24e285a-cdc0-4a60-bbd8-865ee980729d,56,38.2,18.734994,39,48.2,14.01855913,17,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",1,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,82dB : 120dB : ? ms : 15000ms,82,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,12,61.8,51.8,adolescent,low,0.564391321,0.08730864,21,70
70,5ed075f7-3e83-4579-b37a-9d8008d11a0c,e2551c96-10e2-4043-a543-6ab2c4f7d44a,mixed ,8d09f741-c535-4ccb-85fb-dd91175dfe4c,4e3ff623-70b0-4ffb-bb04-6bc3449f0e20,56,45.7,22.04540769,24,40.1,16.62768775,27,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",3,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,82dB : 120dB : ? ms : 15000ms,82,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,12,54.3,59.9,adolescent,low,-0.284796005,0.079498888,22,69
71,5ed075f7-3e83-4579-b37a-9d8008d11a0c,e2551c96-10e2-4043-a543-6ab2c4f7d44a,mixed ,ae90060d-5804-4722-ab43-22b56fcc87c7,1d02c245-f696-459b-81b0-11b1f050e73d,56,44.8,16.83745824,14,47.1,21.53810577,21,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",2,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,82dB : 120dB : ? ms : 15000ms,82,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,12,55.2,52.9,adolescent,low,0.113384233,0.119231276,23,71
72,5ed075f7-3e83-4579-b37a-9d8008d11a0c,9d6f4c3e-adac-47bb-9652-c69bbb59c1bb,mixed ,8d09f741-c535-4ccb-85fb-dd91175dfe4c,4e3ff623-70b0-4ffb-bb04-6bc3449f0e20,56,29.9,20.57571384,24,22.6,20.26499445,27,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",3,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,76dB : 120dB : ? ms : 15000ms,76,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,6,70.1,77.4,adolescent,low,-0.352135809,0.079919386,24,69
73,5ed075f7-3e83-4579-b37a-9d8008d11a0c,9d6f4c3e-adac-47bb-9652-c69bbb59c1bb,mixed ,ae90060d-5804-4722-ab43-22b56fcc87c7,1d02c245-f696-459b-81b0-11b1f050e73d,56,17.7,14.21829807,14,31.7,27.0371966,21,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",2,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,76dB : 120dB : ? ms : 15000ms,76,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,6,82.3,68.3,adolescent,low,0.598325833,0.124161816,25,71
74,5ed075f7-3e83-4579-b37a-9d8008d11a0c,ce5d95e3-2dd4-42a9-850f-6eafc85c231c,mixed ,0dc8c0f2-26be-479f-9b49-f3993513e31c,f24e285a-cdc0-4a60-bbd8-865ee980729d,56,10.9,18.734994,39,22.1,11.95700631,17,Inter-breeder differences in prepulse inhibition deficits of C57BL/6J mice in a maternal immune activation model.,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",1,15,0,2,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6J,73dB : 120dB : ? ms : 15000ms,73,120,NA,15000,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,2mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Kobayashi, Yutaro and Inaba, Hiroyoshi and Iwakura, Yuriko and Namba, Hisaaki and Sotoyama, Hidekazu and Murata, Yui and Iwamoto, Kazuya and Nawa, Hiroyuki ",70,3,89.1,77.9,adolescent,low,0.649217593,0.0882278,26,70
77,71ee1f5a-6282-4f32-b02c-d617479cc658,3716c7d7-d64b-4cfa-8ac1-9cc3e2aaaf47,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,58.1,18.78856035,21,70.9,16.31686244,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,77dB : 120dB : 20ms : 100ms,77,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,12,41.9,29.1,adult,moderate,0.720861836,0.09160869,27,72
78,71ee1f5a-6282-4f32-b02c-d617479cc658,41a32d50-f0f9-4253-b3dd-b294d2401b05,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,56.8,17.87204521,21,72.6,15.29705854,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,77dB : 110dB : 20ms : 100ms,77,110,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,12,43.2,27.4,adult,moderate,0.942013837,0.095520906,28,72
79,71ee1f5a-6282-4f32-b02c-d617479cc658,4e7e48e5-5c30-4b45-8f77-73bcf41ebbbf,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,62.9,20.16333306,21,78.1,9.688137076,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,83dB : 120dB : 20ms : 100ms,83,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,18,37.1,21.9,adult,moderate,0.979421372,0.096285546,29,72
80,71ee1f5a-6282-4f32-b02c-d617479cc658,2eec92e0-f81e-4ab4-8ac6-c85acfee3273,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,66.3,25.66242389,21,53,24.98519562,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,71dB : 100dB : 20ms : 100ms,71,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,6,33.7,47,adult,moderate,-0.517109562,0.088925291,30,72
81,71ee1f5a-6282-4f32-b02c-d617479cc658,8f4adc0c-2a0d-4f4e-8001-31de4899e401,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,62.2,21.0798482,21,77.4,16.82676439,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,83dB : 110dB : 20ms : 100ms,83,110,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,18,37.8,22.6,adult,moderate,0.793429921,0.092777725,31,72
82,71ee1f5a-6282-4f32-b02c-d617479cc658,c4a3bab2-284b-4d62-a8a4-ebdb533bba2c,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,73.3,16.4972725,21,77.4,15.29705854,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,77dB : 100dB : 20ms : 100ms,77,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,12,26.7,22.6,adult,moderate,0.254468667,0.086769462,32,72
83,71ee1f5a-6282-4f32-b02c-d617479cc658,50acb259-07dc-48bb-b10c-60f60f1d47e9,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,75.2,12.83121195,21,78.4,22.43568586,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,83dB : 100dB : 20ms : 100ms,83,100,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,18,24.8,21.6,adult,moderate,0.167504878,0.086379074,33,72
84,71ee1f5a-6282-4f32-b02c-d617479cc658,6b5ae8e4-f631-42d2-a8f5-f110ba3c2840,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,39.1,17.41378764,21,57.3,18.8663722,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,71dB : 110dB : 20ms : 100ms,71,110,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,6,60.9,42.7,adult,moderate,0.98133359,0.096325433,34,72
85,71ee1f5a-6282-4f32-b02c-d617479cc658,88cd0357-d75a-497f-8f33-b1a20379e21d,mixed ,b54d560a-a38d-4294-a16b-d0765ecc6d36,70a71973-d967-45cf-9b8d-d74b27ca349b,70,47,17.41378764,21,54.9,17.8465683,26,Transgenerational transmission and modification of pathological traits induced by prenatal immune activation.,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,0,9,0,5,0,2017,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6N,71dB : 120dB : 20ms : 100ms,71,120,20,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Weber-Stadlbauer U and Richetto J and Labouesse MA and Bohacek J and Mansuy IM and Meyer U ,65,6,53,45.1,adult,moderate,0.439945639,0.088139652,35,72
89,7c581848-7346-4f83-b1f1-dcac83aeeb41,cf241d09-b0d1-46b7-8fb3-38d2bf4c80ab,male,80978668-9c85-4633-af8d-47344ddfd206,014c37ab-1c45-4d17-9b78-95fa219b03d6,84,46.7,17.81909089,8,54.3,16.68772004,8,Symptomatic and preventive effects of the novel phosphodiesterase-9 inhibitor BI 409306 in an immune-mediated model of neurodevelopmental disorders.,"Scarborough, Joseph and Mattei, Daniele and Dorner-Ciossek, Cornelia and Sand, Michael and Arban, Roberto and Rosenbrock, Holger and Richetto, Juliet and Meyer, Urs ",0,12,0,5,0,2021,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,low RoB,low RoB,low RoB,unclear RoB,low RoB,mouse,C57BL/6N,"71dB, 77dB, 83 dB : 120dB : 40ms : ?ms ","71, 77, 83",120,40,NA,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,5mg/kg : GD12,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Scarborough, Joseph and Mattei, Daniele and Dorner-Ciossek, Cornelia and Sand, Michael and Arban, Roberto and Rosenbrock, Holger and Richetto, Juliet and Meyer, Urs ",65,NA,53.3,45.7,adult,moderate,0.416168764,0.255412389,36,4
90,8535106d-afc8-4dd4-8c8c-3780fdc6a68f,4753765f-621a-4b4e-afc9-a30bd2fa7582,mixed ,41d0d5cf-09b0-4a1d-81b7-1e7986463b28,020a1394-d119-415d-8016-0405d130d184,98,42,16.8,8,66.3,8.8,14,Maternal immune activation during pregnancy increases limbic GABAA receptor immunoreactivity in the adult offspring: implications for schizophrenia.,"Nyffeler, M and Meyer, U and Yee, B K and Feldon, J and Knuesel, I ",0,9,0,5,0,2006,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,mouse,C57BL/6J,"69, 72, 77, 81, 85dB : 120dB : 20ms : 100ms","69, 72, 77, 81, 85",120,20,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,5mg/kg : GD9,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,PBS,"Nyffeler, M and Meyer, U and Yee, B K and Feldon, J and Knuesel, I ",65,NA,58,33.7,adult,moderate,1.914204607,0.279705373,37,5
98,9a2f84bf-d45d-4ff9-8fcc-1b939f73b550,a7c0838b-683b-42fc-8915-3e0c39c478bd,mixed ,0744dc74-5fd6-4d17-a2e1-ef6f2abbf14a,fcc0f9d3-17c7-4b39-9d69-e45ad162f880,36,22.9,18.4,47,31.5,14.6,43,Combination of prenatal immune challenge and restraint stress affects prepulse inhibition and dopaminergic/GABAergic markers.,"Deslauriers, Jessica and Larouche, Annie and Sarret, Philippe and Grignon, Sylvain ",0,12,0,20,0,2013,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6,75dB : 120dB : 20ms : 80ms,75,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,20mg/kg : GD12,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Deslauriers, Jessica and Larouche, Annie and Sarret, Philippe and Grignon, Sylvain ",71,4,77.1,68.5,juvenile,high,0.510731355,0.045981557,38,73
99,9a2f84bf-d45d-4ff9-8fcc-1b939f73b550,d7e1340a-0fb0-4913-84de-cceae0ba7f90,mixed ,0744dc74-5fd6-4d17-a2e1-ef6f2abbf14a,fcc0f9d3-17c7-4b39-9d69-e45ad162f880,36,43.2,16.2,47,45.9,16.9,43,Combination of prenatal immune challenge and restraint stress affects prepulse inhibition and dopaminergic/GABAergic markers.,"Deslauriers, Jessica and Larouche, Annie and Sarret, Philippe and Grignon, Sylvain ",0,12,0,20,0,2013,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6,83dB : 120dB : 20ms : 80ms,83,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,20mg/kg : GD12,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Deslauriers, Jessica and Larouche, Annie and Sarret, Philippe and Grignon, Sylvain ",71,12,56.8,54.1,juvenile,high,0.1618664,0.044677969,39,73
100,9a2f84bf-d45d-4ff9-8fcc-1b939f73b550,ea4c295e-6efe-4d4f-b10f-4aeec13ec12f,mixed ,0744dc74-5fd6-4d17-a2e1-ef6f2abbf14a,fcc0f9d3-17c7-4b39-9d69-e45ad162f880,36,41.8,15.4,47,43.4,17.6,43,Combination of prenatal immune challenge and restraint stress affects prepulse inhibition and dopaminergic/GABAergic markers.,"Deslauriers, Jessica and Larouche, Annie and Sarret, Philippe and Grignon, Sylvain ",0,12,0,20,0,2013,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,unclear RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,mouse,C57BL/6,79dB : 120dB : 20ms : 80ms,79,120,20,80,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,20mg/kg : GD12,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Deslauriers, Jessica and Larouche, Annie and Sarret, Philippe and Grignon, Sylvain ",71,8,58.2,56.6,juvenile,high,0.096218285,0.044583843,40,73
